nombre;presentacion;marca;diferenciador;precio;imagen
Cigarrillos ;20u;Kool;Blue;4900;productos/grynald9auty27ip1gh3
Cigarrillos ;20u;Kool;White;4900;productos/gvqjz9vy1ar4jjgwmaqu
Cigarrillos ;20u;Lucky Strike;;4900;productos/cnuziuvhhnnbxpw8qc40
Cigarrillos ;20u;Mustang ;;4000;productos/hq6bmugaipg1bx3xwgik
Cigarrillos ;18u;Piel Roja;;3200;productos/wtbcxw9dpu3e1nmgesdg
Cigarrillos ;20u;Belmont ;Blue ;4000;productos/jzbgr5rx5zg1z7flzcn2
Cigarrillos ;20u;Marlboro ;Gold Original ;4500;productos/hhayve1o4c6zaqnwlwg3
Cigarrillos ;20u;Marlboro ;Ice Xpress;4500;productos/samjr39dwgvzyuq87ofj
Cigarrillos ;20u;Marlboro ;Rojo;4500;productos/pp8oogtitxmwyftwm7yh
Cigarrillos ;10u;Marlboro ;Rojo;2500;productos/xu1s4w06gh3805hdvein
Clorox;1000 cm3;Clorox;Lavanda;3720;productos/sn02mdc6ecx0qc4m1akg
Clorox;1000 cm3;Clorox;Regular;3420;productos/vnevcaqj6xi4d0rt2cos
Clorox;1000 cm3;Clorox;Menta Fresca;3890;productos/fuvdzzxjelbmqsej8lzn
Cocoa Superior ;228g;Corona ;La de Siempre ;4300;productos/zvqbnkqdgitzhdvwaoct
Color;55g;El Rey ;;1200;productos/viqpkw7mhwuo1kgeigfa
Comida Perro ;1K;Purina Dog Chow;Adultos;10100;productos/o3bpej1eixwj31etzkvt
Comida Perro ;374g;Purina Dog Chow;Cordero y Arroz;7070;productos/j29ex67kvmqztnxebhba
Comida Perro ;374g;Purina Dog Chow;Pavo y Pollo;7070;productos/yp19ggdfge7gwhi99jyl
Comino ;55g;El Rey ;;2500;productos/qmmfi15s24tr7edbcn37
Compota;113g;Alpina;Pera;2340;productos/h6wzlhxn8b9pcbcfxcr8
Compota;113g;Heinz;Pera;2300;productos/dkatwonfvy4hkz75itfk
Compota;113g;Heinz;Coctel de Frutas;2300;productos/e3r9pv9ivafwvqhnfply
Compota;160g;San Jorge;Frutas Mixtas;2400;productos/lyzsbek9s6e3zjxeel4m
Compota;160g;San Jorge;Manzana;2400;productos/kc4o4vimve3cgykt0d1n
Compota;160g;San Jorge;Pera;2400;productos/x4njve4kq5r41b8acsxe
Condones;3u;Today;Hot Sensation;8900;productos/nx44bmyv5azgodesj7ln
Condones;3u;Today;Lubricado;9500;productos/khgjproi4mp7xzzulq8i
Condones;3u;Today;Punto G;8900;productos/y8vt4m38ct18txwjdbyg
Condones;3u;Today;Triple Pleasure;9500;productos/wwabwqrs4jaymjcfoqkm
Condones;3u;Today;Long Action;9050;productos/xnyihfcncj3wkpz1hmsy
Condones ;3u;M;Mayor Placer ;8900;productos/ojj3nzdfjuudppecpbmw
Condones ;3u;M;Natural;7600;productos/o5um6fapi4smc9e7gups
Copas ;50u;Generico ;Desechables;2500;productos/hib88vhjb57rblnqjni4
Crema;45g;La Sopera;Pollo con Verduras ;1900;productos/xthfmxeo5hjgodpukm7k
Crema;70g;Maggi;Pollo;2800;productos/jzsuqzr07tmu3ixn2p5n
Crema;46.5g;La Sopera;Verduras;1900;productos/j6nkhvlknhozwo8n6zbi
Crema;70g;Maggi;Marinera ;3300;productos/bke2w0stgjmbrv9trdxe
Crema;93g;La Sopera;Verduras;2900;productos/pvxoschsrip0fpyw9wxz
Crema ;76g;Maggi;Tomate;2800;productos/ivhufp2oylyaq1wdqdtq
Crema ;88g;La Sopera;Ajiaco ;2900;productos/smrpwnt7yqlkmd8tn3lh
Crema ;90g;La Sopera;Pollo;2900;productos/bot49xgpns4ufzo4fiyf
Crema ;41.5g;La Sopera;Ajiaco ;1900;productos/uxpqgt1vlpsn8yh8usyg
Crema ;45.5g;La Sopera;Mazorca;1900;productos/uaeomzjoqo0scfncjlv6
Crema  Dental;75ml;Colgate;Triple Accion;4300;productos/kvecawtj1qzatnuv6s4e
Crema de Leche ;125g;Alqueria;;3500;productos/m1cwx9qi4gozhwmiciyt
Crema de Leche ;250g;Alpina;;4900;productos/smxykmzuzmn6bxwfzluu
Crema de Leche ;295g;Nestle;;5900;productos/vk44nykfwfmr4dz1tsdm
Crema de Whisky;375ml;Baileys;Original ;25900;productos/rtpa6fig2vu7ibxyno2r
Crema de Whisky;750ml;Baileys;Original ;43900;productos/c95oibckbsypma9pb8e3
Crema de Whisky;300ml;Broadway;;19900;productos/t2plt5nhoxrx5prdgish
Crema de Whisky;750ml;Broadway;;29900;productos/ltnbmypml7smvjzcvbyu
Crema Dental;100ml x 3;Colgate;Triple Accion;12800;productos/xidtrmmbjiratp2tc6jl
Crema Dental;140g;Oral-B;3D White;10620;productos/qb34mxreh7hqrlkwgy6e
Crema Dental;150ml;Colgate;Menta Anticaries;7300;productos/a9a4r4ypfxpdoz4m12tj
Crema Dental;70g;Colgate;Luminous White;11260;productos/tusa6n5euevjxmvh8z9g
Crema Dental;75ml x 3;Colgate ;Triple Accion;8800;productos/tldzptqksvy9xf7pyo4g
Crema Dental;75ml x 3;Colgate;Econo Pack;7800;productos/uu8v8huiam9tujyyspva
Crema Dental;75ml;Colgate;Luminous White;8400;productos/zvcsjjngepbhdqgxxnn4
Crema Dental;75ml;Colgate;Total 12;8400;productos/vjiyx8hhfxymqhhevhi4
Crema Dental;75ml;Colgate;Triple Accion;7300;productos/fwf5qb1foigzf4sufnz0
Crema Dental ;100ml;Colgate ;Triple Accion ;4900;productos/ufk1ymbfnfblrvoe0hy9
Crispetas;161.25g;Act II;Caramelo ;4400;productos/ohopun0q0xy2926isc7g
Crispetas;91g;Act II;Mantequilla Extra ;2800;productos/q788nfyniir4guoxnt0m
Crispetas;91g;Act II;Mantequilla;2800;productos/ixi3v1xkq7zo7ymfcf9a
Crispetas ;96g;Act II;Queso Cheddar;4400;productos/hyvrx0ygr3fcbwchlyca
Crispetas ;91g;Act II;Natural;2800;productos/uo4mn4pswzeusvojnrah
Cucharas Desechables ;20u;Generico;;10500;productos/rpafrzt5q9ennzi3jcnu
Cuchillos Desechables;20u;Generico;;10500;productos/mkdfiewsbmp9gjyw9rpn
De Todito;37g;De Todito;BBQ 4;2000;productos/rhrjovpqaytjl8ki5d82
De Todito;37g;De Todito;Mayo con Mostaza 4;2000;productos/gajp8jnhornynd9gtgrh
De Todito;48g;De Todito;Criollo 4;3900;productos/jotoztmnx7rgr6ajl6y9
De Todito;48g;De Todito;Mix;2000;productos/nfdodnvsfsjmrrs9f4ap
De Todito;48g;De Todito;Paketon BBQ;2000;productos/opeajsu56tu1spvzvndg
De Todito;48g;De Todito;Paketon Natural;2000;productos/cu1oiy3lio7jzxwyltfd
De Todito;45g;De Todito;BBQ;1500;productos/m0jkehuefej4secikkl6
De Todito;48g;De Todito;4 Pollo ;2000;productos/cgjhe1tnk07mstwqatw2
Desodorante;45g;Speed Stick;Lady Wild Fressia;10380;productos/masd60cix1twsm3rhv0d
Desodorante;50g;Rexona;V8;12960;productos/xghfryrs3lsbnh3wwmof
Desodorante;50g;Speed Stick;Original;11090;productos/rsuivmwb0elnhtwg2hts
Desodorante;85g;Speed Stick;Original Gel;13880;productos/gayv3f2gduj7hqfoc8eb
Desodorante;50g;Axe;DarkTemtation;12960;productos/ve2apgdgljer70uqoja1
Desodorante;50g;Axe;Excite;13140;productos/tm72obfg4vdeedppdix2
Desodorante;50ml;Rexona;V8 Rollon;10660;productos/ctjj1mkfyudqlozlcfn5
Desodorante ;20g;Lady Speed Stick;Double Defense ;9200;productos/hi0bpxn3uz5qn0rfuvgr
Desodorante ;30ml;Rexona ;V8;9100;productos/m642qokfyn7ylgska2ur
Desodorante ;30ml;Rexona Women ;Bamboo;9100;productos/sn6wocsjwudmzh5jfwxt
Desodorante ;76g;Speed Stick;24/7;10100;productos/tlyrg2zwts0bajatodpy
Detergente;3000g;Dersa;Limon;13990;productos/qnuoztkzhlwoguk4a75m
Detergente As;1000g;Dersa;Limon;5080;productos/ijopbxyp4ihzah0qjdzl
Detergente As;1000g;Dersa;Floral;5080;productos/howocixegfkzz7ybkofi
Dioxogeno;120ml;Jgb;Antiseptico;2900;productos/jxmgztp8wqj85hhzhept
Dolex;8u;Dolex;Forte ;8200;productos/rosarh7iywmwa533pf12
Dolex Forte;8 Tabletas;Dolex;Dolor Fuerte;8780;productos/bwnvnz1pg96syqzdoxgt
Dolex Gripa;12 Tabletas;Dolex;Triple Accion;7000;productos/a8jkqmbzyemz3l9ob7rv
Doritos ;190g;Doritos ;Mega Queso;3500;productos/kup8gmbxjjozh3sbx14n
Doritos ;30g ;Doritos ;Queso Atrevido ;1300;productos/bdwpepktzzy9ibvvoscb
Doritos ;38g;Doritos;Mega Queso;1700;productos/beq6rgb7hajdsmn8nsby
Doritos ;38g;Doritos ;Noche Chili Picante ;1500;productos/am3zowrekstfv4xvczxy
Easy Off Bang;500ml;Virumec;Multiusos;10600;productos/vhpi4hkztwjidey09zfv
Emulsion de Scott;450cm3;Scott;Regular;17100;productos/wvfnzq4jeec8w60gyb2e
Emulsion de Scott;450cm3;Scott;Naranja;17100;productos/vy4r9znjolg00qjsrrmf
Encendedor;Unidad;Genrico;;1700;productos/zvdqqghhtanxxeeuy2ji
Encendedor;Unidad;Bic;;2000;productos/mkcxctqoewwhz0tltyes
Energizante;240ml;Vive 100;;2000;productos/wghp4dmlxixhfr031gyw
Energizante;250ml;Red Bull;;5500;productos/xn6i0bugcmmmlyprn2ww
Energizante;330ml;Peak;;3900;productos/traku2zn2dqt9zstttrn
Energizante;470ml;Vive 100;;2600;productos/qj1fmwvgeagzzymei9xi
Energizante;500ml;Monster ;;5400;productos/m28xe1qvp4izc6nqewdv
Energizante;250ml;Peak;;2200;productos/usppck45qpqltlttixpn
Energizante;250ml;Red Bull;Sugarfree;5500;productos/lcgizwueuxsg2nad7ww8
Energizante;500ml;Monster ;Bajo en Calorias ;5400;productos/fkxt6ahrmaadl7qmtoss
Enjuague Bucal ;360ml;Listerine ;Cool Mint ;15800;productos/wc5mlg8bxorjwokmucms
Enjuague Bucal ;180ml;Listerine;Cool Mint;8200;productos/smpctmces4cjjhdaphru
Enjuague Bucal ;360ml;Listerine;Control Calculo;15100;productos/ojyy8jvvq82ammo2o1at
Enjuague Bucal ;360ml;Listerine;Solucion;13300;productos/zkqqjr3e45bxlu1bbezq
Enjuague Bucal ;180ml;Listerine;Cuidado Total;10400;productos/e9nl1jx96rvuup1z0k9s
Enjuague Bucal ;180ml;Listerine;Solucion;8200;productos/x85whpfoynvnwrkfp8k2
Enjuague Bucal ;236ml;Listerine;Whitening;12900;productos/yu1ifgbqyop71khuv5js
Enjuague Bucal ;500ml;Listerine;Control Calculo;18000;productos/tss3y3kqw7mipnq9jfsy
Enjuague Bucal ;500ml;Listerine;Cuidado Total;20600;productos/sqzjua9onp3ds50z1bmp
Enjuague Bucal ;500ml;Listerine;Solucion;16900;productos/envebja4sgq9jskv1b4f
Ensalada de Vegetales ;195g;Zenu;;3200;productos/agimurrpflm76rw8qc2f
Esencia ;60ml;Royal;Vainilla Oscura;2400;productos/rjubi3zcbilkhk3vxjzu
Esencia ;60ml;Royal;Vainilla Clara;2400;productos/wixje8cffp3a5hteustq
Espuma de Afeitar;420ml;Jgb;Piel Normal;9750;productos/jk0bpxkxjgyp4qpelhtc
Espuma de Afeitar ;396g;Jgb;Piel Normal ;16900;productos/lx08ioywnzz3y4qrayvo
Fab;900g;Fab;Floral;7400;productos/mfsgsk4jyhk6nbte9t2y
Fab;1000ml;Fab;;9800;productos/ldxsf9obf7a6ldqpnzrv
Fab;1800g;Fab;Floral;12000;productos/slnghlli1n2we70aoefb
Fab Barra;300g;Fab;Multiusos;1600;productos/xpw6k9xey5yso9wqkiie
Fabuloso;1L;Fabuloso;Floral;5500;productos/h5hsa6iskjijf10n1iuj
Fabuloso;1L;Fabuloso;Lavanda;5500;productos/kkrjitnfccmlkvqeavoe
Fabuloso;1L;Fabuloso;Manzanilla;5500;productos/huejwqnjtxgqcfbolmux
Fabuloso;1L;Fabuloso;Pasion de Frutas;5500;productos/apunnl19csy2ofzflzff
Fideos ;250g;Doria ;;2500;productos/oo44xtemyfccb5611kdq
Frijol;500g;Maritza;;4200;productos/mmb7dvv8spvt6jzd2npn
Frijoles;500g;Generico;;1500;productos/qdoto0eshzgun1ndg3an
Galleta ;22g;Hanuta ;Avellana Cacao ;1900;productos/xykcwf9zangsgaya4dd4
Galletas ;12u;Festival ;Chocolate ;4900;productos/igfzvfyb4twd2wqgtvnk
Galletas ;12u;Festival ;Fresa;4900;productos/br1prqkyg0ypatvkgltp
Galletas ;12u;Festival ;Limon ;4900;productos/z7tgzeywawizurv0k7td
Galletas ;12u;Festival ;Vainilla ;4900;productos/lkl5pknnadxuhmdmn61z
Galletas ;168g;Club Social ;Queso Provolone ;3500;productos/fcgzkyp09zel1u9mwi4p
Galletas ;241g;Ducales ;;4900;productos/fea9qpcfh3lzgd3zp2wj
Galletas ;26g;Club Social ;Original ;1200;productos/lfysaumnklesmlpvuhm5
Galletas ;27g;Fitness ;Ajonjoli ;900;productos/ychqacxpfhlnn4amgegh
Galletas ;27g;Tosh ;Ajonjoli ;1200;productos/rq1ltwla1cxsvfpsnnts
Galletas ;28g;Bridge ;Fresa ;1300;productos/yiijio8zsljhgl6suxaj
Galletas ;28g;Bridge ;Vainilla;1300;productos/acpa4d8deeqiefhv23pv
Galletas ;300g;Saltin Noel ;Tradicional ;3300;productos/fcpkxav5zlrb8sdvwedg
Galletas ;30g ;Fitness ;Miel ;900;productos/u5b6gjj51kplhigvhwbr
Galletas ;30g ;Quaker ;Chocolate ;1200;productos/waddldzuyezddzb6xbv5
Galletas ;30g ;Quaker ;Uvas Pasas ;1200;productos/z2ostixih3ojozc7qfo6
Galletas ;30g ;Tosh ;Miel ;1200;productos/hbyppj8qgsosygih5ipb
Galletas ;33.6g;Festival ;Chocolate;700;productos/aedyxivbxxcxkdymzmvu
Galletas ;33.6g;Festival ;Fresa ;700;productos/alpoli9fb7kaxg03rmbn
Galletas ;33.6g;Festival ;Vainilla;700;productos/kicfjmz1ajbpjrvyhujs
Galletas ;36.4g;Milo ;Sandwich ;700;productos/qc3xnz2m4b6b376vsrjc
Galletas ;36g;Oreo ;;900;productos/nvrxcmgpf4s0dbs6wtxn
Galletas ;38g;La Lechera ;Sandwich ;700;productos/hykqpmdacmew60r15el3
Galletas ;40g;Cocosette ;Sandwich ;700;productos/kmvyuyde2dsjvk1nlkml
Galletas ;415g;Saltin Noel ;Integral ;2400;productos/evrurxihqjnzpdi5doah
Galletas ;9u;Club Social ;Integral ;3500;productos/n0fbs6m3wy59asxt3j8r
Galletas ;9u;Club Social ;Original ;3500;productos/tzxytavesiejqu94gxmc
Galletas ;12u ;Milo ;Sandwich ;4900;productos/mrixodkjfbslx2lbu2d5
Galletas ;12u;Cocosette ;Sandwich ;5500;productos/aijsfdu51x1ynifse02t
Galletas ;12u;Fitness ;Miel ;4900;productos/b2weweh2ageyxb86dggv
Galletas ;12u;La Lechera ;Sandwich ;4900;productos/z1xgi7cvhi22gadndscj
Galletas ;12u;Oreo ;;5500;productos/fynl2vqumei4ouylorsa
Galletas ;204g;Ritz;Sandwich ;5500;productos/mwfa9lxmedfsh3i4ck2q
Galletas ;28g;Bridge ;Chocolate ;1300;productos/sytjx1jamfzqrpaugx1s
Galletas ;6u;Quaker ;Granola ;4900;productos/llquioimev442djkyjmj
Galletas ;6u;Quaker ;Manzana y Canela ;4900;productos/uv2ka5xoqn4wpx20eazc
Galletas ;9u;Saltin Noel ;Tradicional ;4500;productos/p7j1ydoxh8k9o9kpvzng
Galletas ;9u;Tosh ;Ajonjoli ;4500;productos/fwrdy8fwitz9i1emxxlk
Galletas ;9u;Tosh ;Miel ;2900;productos/xi7ycwtcef7y2yrfhk2b
Gaseosa;1.5L;Coca Cola;;3800;productos/wurqz2cfvintkiyopdkc
Gaseosa;2.5L;Coca Cola;;4900;productos/lvivqzq8izu57bmlhgix
Gaseosa;2.5L;Postobon;Manzana;5900;productos/ks4yuk6ejq2yauv7bnj5
Gaseosa;2.5L;Postobon;Uva;6500;productos/rpphbmiwbcysdsk3gsxt
Gaseosa;600ml;Coca Cola;;2600;productos/junaqnreag1vzxx2rzcd
Gaseosa;1.5L;Pony Malta;;3500;productos/qxscbv8tvpsizig3r4o6
Gaseosa;330cc;Pony Malta;;1700;productos/nwe5yy8i3ywzisasquec
Gaseosa;1.4L;Cuatro ;Toronja;3500;productos/csrwze7mhusjvqgkgyfk
Gaseosa;1.4L;Sprite ;;3900;productos/qsv8tkjj3di52qvrm8i6
Gaseosa;1.5L;Postobon;Colombiana;3900;productos/i3kyiyvxyimn6o8ve7pj
Gaseosa;1.5L;Postobon;Manzana ;3500;productos/geunzdcgmii1ik5lq4li
Gaseosa;1.5L;7 Up ;;3500;productos/hbj4v9cjmwe2hs4zpnkt
Gaseosa;1.5L;Pepsi;;3500;productos/riij3zspo5xvtet5iib2
Gaseosa;2.5L;Postobon;Naranja ;5900;productos/dcrusrahid5sy3snnlsb
Gaseosa;250ml;Coca Cola;;1000;productos/hseeg7axonqu4ywwsbnl
Gaseosa;300ml;Postobon ;Colombiana ;1200;productos/sfydrmcful49vlnwnldu
Gaseosa;300ml;Pepsi;;2200;productos/id8hxcc6itqjao4mu4dx
Gaseosa;330ml;Coca Cola;;2000;productos/xi03n1pcbou8ei9axtak
Gaseosa;330ml;Coca Cola;Zero ;2000;productos/ez2ye7mt696kuksa1zs5
Gaseosa;3L;Cuatro ;Toronja ;5400;productos/mes7fx259tkde1kcg6bq
Gaseosa;3L;Sprite ;;3900;productos/ywkwavf4ksohh5lmda3l
Gaseosa;400ml;Cuatro ;Toronja ;2000;productos/s1fj2t33nfzfjvuh0ayr
Gaseosa;500ml;Sprite ;;2600;productos/imeq7gj4pu6pnswp0ods
Gaseosa;600ml;7 Up ;;2600;productos/njg3r11xijpc6gmd5j9f
Gaseosa;600ml;Postobon;Colombiana;2600;productos/dpdasjx0r9dzwuwbjz26
Gaseosa;600ml;Postobon ;Manzana ;2600;productos/sishigswdcsbtnv1jmi0
Gaseosa;600ml;Pepsi ;;2600;productos/visvvdsigtfnu3b3hhih
Gaseosa;2.5L;Coca Cola;Light;5300;productos/hxkpyan58uaqc7l3u6ou
Gaseosa;2.5L;Coca Cola;Light ;4900;productos/usdfheb7rte5ej4wuytt
Gaseosa;250ml;Sprite ;;1000;productos/zbw2ycab3ss4batamfmm
Gaseosa;3.5L;Big Cola ;Manzana ;5900;productos/jcvm69nd5duxtuueu1cr
Gaseosa;300ml;Postobon ;Manzana ;1200;productos/pqtcljsc9ocr3hmudmmt
Gaseosa;330ml;Coca Cola;Light ;2000;productos/jrydqht8gcfqlkttqsst
Gaseosa;400ml;Kola Roman ;;2000;productos/ew4xcgned3yyuldy6niq
Gaseosa;500ml;Mountain Dew ;;2200;productos/li6ourfhyfexaqfdgxsp
Gaseosa;500ml;Sprite ;Zero ;2200;productos/mfisht549twc270ntzzy
Gaseosa ;500ml;Coca Cola ;;2200;productos/tw4rzkpdxu2se8q8tcbx
Gaseosa ;600ml;Coca Cola ;Cero;2600;productos/qbjznai9wcbkegylfgkt
Gaseosa ;600ml;Coca Cola ;Light ;2600;productos/uvmb6kvzsz9nzn0p9nch
Gaseosa ;600ml;Coca Cola ;Light ;2600;productos/p1ee5ytj8ny5rva3ezvo
Gatsy;500g;Purina;CarneArroz;4410;productos/o7vxx2v8yhyndjiozf6q
Gatsy;500g;Purina;Pescado Arroz;4410;productos/ekjnihpduhfkjgdw3p8o
Gel;120ml;Ego;Extreme Max;2400;productos/lsfrmyad3mgovlhltgk2
Gel;240ml;Ego;Extreme Max;7300;productos/ig77dyerougi5wfukbzc
Gelatina ;40g;Royal ;Cereza;1900;productos/kwr16ixqlswlwllmx8tn
Gelatina ;40g;Royal ;Frambuesa ;1900;productos/vumtevsk245giumxgeg1
Gelatina ;40g;Royal ;Uva;1900;productos/izbpl7td1ljvxpm4s6ui
Gelatina ;85g;Gelhada ;Limon ;1900;productos/rjeemjscgz3spdtmlrtk
Ginebra ;750ml;Bombay Sapphire;;104000;productos/winrgevuycoaewedqecr
Ginebra ;700ml;Hendricks;;159000;productos/ch5jwoi6gjyflbeibika
Ginebra ;750ml;Bulldog;;104100;productos/n0uflgxi7pvpobmgcz4z
Ginebra ;750ml;Gordons;London Dry Gin;71900;productos/mq7zvmt7skfvuaimwpcc
Ginebra ;750ml;Tanqueray;;128000;productos/kuunz0jfgju2gizbwrug
Ginger ;300ml;Canada Dry ;;1600;productos/isuv5sp3cbouhkqzb1rv
Ginger ;1.5L;Canada Dry ;;3800;productos/kkyagdprvgzphiohxxyt
Ginger ;2.5L;Canada Dry ;;5700;productos/zwmhnjrlpekronm9avez
Ginger ;600ml;Canada Dry ;;2900;productos/kxxhjjiuhvkohfop5mxq
Golpe ;45g;Golpe ;Original ;1300;productos/bkxy8dxyefzokqigeaoh
Golpe ;45g;Golpe ;Limon ;1300;productos/h312fefj5vhzl1r5upf2
Gomitas ;12g;Trululu ;Oso ;400;productos/zenry5io0eiikihzjaso
Gomitas ;40g;Trululu ;Casquitos ;2900;productos/krlmnoko406khxd5yjrs
Gomitas ;90g;Trululu ;Sabores Originales;2900;productos/m0bniytqxr2o4zgc5fuk
Granola;300g;Tosh;Fresa;6600;productos/tjcjaz0deckpndjagi3f
Granola;300g;Tosh;Pasas ;9200;productos/vn1tqwkcd92u2emjts6n
Harina ;500g;Haz de Oros;;1800;productos/bhxplvni5a2zihqvrpx1
Harina Pan;1K;Pan;;3200;productos/h1fbnnhmztqilpwg5ig6
Harina Pan;500g;Pan;;2100;productos/uu9m5dp7qvvzh0h59x0q
Helado ;65g;Aloha;Kola;1500;productos/iqpkt2vn2yozjponaamw
Helado ;65g;Aloha;Uva-Naranja;1500;productos/yfir25dzbxti3ehpeijy
Helado ;88g;Bocatto;Macadamia;4400;productos/jpnymaw6pkmsypnchhc8
Helado ;88g;Bocatto;Fresa;4400;productos/s2frrmt8wdta1jkjil9c
Helado ;100g;Choco Cono;Grande;1200;productos/xn0ssboeq3crwny3s40w
Helado ;1u;Maxilatto;Arequipe ;2900;productos/mwy8wugcklopzxmqpbu6
Helado ;95g;Bocatto ;Vainilla y Fresa;2900;productos/mdt2ko5k41pwhotzhrwh
Helado ;88g;Helado Artesanal;Maracuya con Leche;1200;productos/w8eihwjthnxdzqryfknj
Helado ;88g;Helado Artesanal;Cocada;1200;productos/fadc65ygkuftuoxeon8l
Helado ;88g;Helado Artesanal;Postre Tres Leches;1200;productos/gxq36p7dsatokp6l1x5r
Helado ;65g;Platillo;Arequipe;1000;productos/xcx1irqr7k3msx35mfzx
Helado ;65g;Platillo;Vainilla Fresas Chocolate;1000;productos/zmjpoz50nqfe7dmy9myo
Helado ;65g;Platillo;Vainilla Pasas;1000;productos/ghm0tqgirailgqrq3vma
Helado ;78g;Polet;Alfajor;3310;productos/dzcgh2w2uaj3xjah21pe
Helado ;78g;Polet;Cerezas de chocolate;3310;productos/epmq3jy2m4e1svngz9yh
Helado ;78g;Polet;Cookies and Crem;3310;productos/dpflg8ru9lizbty7qqot
Helado ;78g;Polet;Frutos del Bosque;3310;productos/fej2y4awe79qxzrspfbn
Helado ;1L;Robin Hood;Almendra;20050;productos/peozbwynyjf6n32lk4z5
Helado ;1L;Robin Hood;Vainilla Gourmet;20050;productos/b583zctf1a0r92gv7vav
Hielo;1K;Genrico;;4500;productos/qcca9hkinqow3plfjqhw
Huevo Kinder;20g;Kinder;Sorpresa;3500;productos/mbmvykxsbnjem1hgdsqf
Huevos;12u;Generico;;3000;productos/ihd8olkyzxpfbbvnn1cp
Huevos;30u;Generico;;7500;productos/p2ex1wo6apxrobhafetp
Huevos;6u;Generico;;2000;productos/yo51taq9dkpymaljbbj5
Huevos ;12u;Santa Reyes;;7200;productos/bfn4dtcyspdzyei0dzvc
Huevos ;6u;Santa Reyes;;3000;productos/x8lfsz4uu3gowwhhvfeh
Ibuprofeno;400mg;Generica;;9000;productos/hibqliigebbtj940j3s3
Isodine;60ml;BI;Bucofaringeo;7890;productos/yskobizb9z5avjq0enyu
Jabon;125g;Lux;Toque de Vino;5000;productos/t2eaukdosrymgvb4dtwn
Jabon;130g;Protex;Aloe;6000;productos/jf6qekep8fnabkythbha
Jabon;125g;Lux;Refrescate;5000;productos/vbkkvct9t7pqt7mhpkea
Jabon ;110g;Lux;Suavidad de Petalos ;2900;productos/wwc8qgo1qsx232t8z4tr
Jabon ;125g;Rexona ;Nutrive;2900;productos/t0rjsc3yrpqqednst4dn
Jabon Cocina ;500g;Axion;Limon;3990;productos/hjmvztbnhhl13ogawxri
Jabon Cocina ;900g;Axion;Limon;7650;productos/fvmcthlcmohgcyuaqpv8
Jabon Cocina ;400ml;Axion;Limon Liquido;4940;productos/vlswb8pxjxj7vuq5pih9
Jabon Cocina ;450g;Axion;Aloe;3990;productos/scjmbxmvksspycpw71i1
Jabon Cocina ;450g;Axion;Avena;4200;productos/sz52jblbe7iuwcf5g1sn
Jabon Cocina ;750ml;Axion;Adios Olores;9700;productos/sdkdcxwigbtwjdkheiqp
Jabon Cocina ;750ml;Axion;Complete;9080;productos/rkzgcdxtumpmmjt2bylg
Jabon Cocina ;750ml;Axion;Limon;9000;productos/sqxjrnlppl0ioycuwlfc
Jabon Coco;300g;Varela;Blanco;2900;productos/qchqp9tnfhzyxg5j5cq6
Jabon Coco;450 cm3;Varela;Liquido;4880;productos/pfk8uv1pr08lzcrqfd07
Jabon Fab;300g;Unilever;Multiusos Floral;1600;productos/w6ujluvwvfoalft1alcj
Jabon Fab;300g;Unilever;Multiusos;1600;productos/vxpkz30oov9pbi1e93rw
Jabon Liquido;221ml;Protex;Aloe;6320;productos/tbx88ly0ob0opxows5ci
Jabon Liquido;300ml;Bacterion;Antibacterial;7350;productos/ljwo8icfpkfgkijppu4p
Jabon Puro;235g;Puro;Fuerza Azul;1232;productos/hgwj8oocsojwtbts0mys
Jabon Rey;300g;Rey;Regular;1420;productos/sdjujlxhnmho3fftded4
Jamon;450g;Pietran;;12400;productos/nypu0pyo1mq9srcrlpnx
Jamon de Pavo ;225g;Pietran ;;11600;productos/g4wyqudopormmytuz6dq
Jarabe ;355ml;Aunt Jemima ;Original ;11800;productos/e1ptftrrsplhto2gjfvz
Jugo ;1L;Tampico;Naranja;4100;productos/k8hxoenwqqvftiiqh82w
Jugo ;2.5L;Del Valle ;Mandarina ;3700;productos/odn2v7ftwmyhuvjfqsyv
Jugo ;2.5L;Del Valle ;Naranja ;3700;productos/j3hkqfmvewsdhep0saqr
Jugo ;200ml;Frutto ;Durazno ;1500;productos/eyhznemk5q8b9dxp2yvg
Jugo ;200ml;Frutto ;Mango ;1500;productos/hqcmjiwcxvocbvslx3cq
Jugo ;200ml;Frutto ;Pera;1500;productos/yp1apsar02kraiuexbmp
Jugo ;200ml;Hit ;Mora ;1300;productos/u98f1zeyt5zplvp0nur6
Jugo ;237ml;Hit ;Mango ;1500;productos/gbuxs3yhpeovn7b31y3a
Jugo ;237ml;Hit ;Mora ;1500;productos/w8lv55lpbhjqwkqbze97
Jugo ;237ml;Soka ;Fresa ;1400;productos/oi1dty2b3xcbxmumamky
Jugo ;237ml;Soka ;Lulo ;1400;productos/lgfgj0b31xlkemdlxazl
Jugo ;237ml;Soka ;Mango ;1400;productos/lzfpclwr8ipsifogmdzf
Jugo ;237ml;Soka ;Maracuya;1400;productos/twb99orchnshmuohiipx
Jugo ;2L;Tangelo ;Naranja;5000;productos/uasjazbdivyw72asudw9
Jugo ;300ml;Soka ;Mora;1700;productos/vpqnf5k1rfycqeropqw5
Jugo ;400ml;Del Valle ;Naranja ;2000;productos/a5zslla42zna6kavzwhs
